"paraphrase_id","itemid","paraphrase_count","paraphrase","paraphrase_date","issue_id"
"80","41","1","James Thompson (jamest) said we can now 
have a setup.exe for forms and designer. However we should probably come 
up with a default install behaviour for gnue tools on windows machines
. Some files needed to go into C:\WINDOWS\SYSTEM, others to
C:\Program Files\gnue. Jason Cater said an 
alternative installation scheme would be to have two installation 
.exes, one with just the client software and another one for full 
development. James said the environment variables should logically go in 
the Windows Registry, but no-one was very keen on this, because as James
himself pointed out as it sets we 
should be able to network install this puppy - registry 
hacks make than tougher. So for the moment, the client applications 
would just look in their own directory for files.","2001-11-12","3"
"81","41","2","Later on, James confirmed that they were using inno, 
a free installer for windows - takes a script 
and makes a setup.exe from a bunch of files - with the files we have gnuef 
and designer are setup.exe's that install and uninstall nicely - just got 
to work some kinks out of the system. He later said 
we're currently looking for a win32 install 
maintainer, but there were no volunteers. He finally got the GNUe 
Forms install working, with some minnor issues to 
work out.","2001-11-12","3"
"82","41","3","
The next day, Derek Neighbors (dneighbo) was 
testing windows installer. 
James was hoping Derek 
would do up a little intro form as 
there were no sample forms included at all yet. Derek requested that the icon 
for the GNUe Forms client should point to a 
default sample form. Later, Jason confirmed that the sample files 
had been added as a selectable componant, and said 
our windows setup rocks! Derek said he wished 
we could make the unix setup that damn clean 
and good looking. But using apt-get would tie people to Debian, 
and most other solutions were proprietry. Perry Lorier (Isomer) suggested 
setup.sh isn't a bad way either.","2001-11-12","3"
"83","42","1","James Thompson (jamest) did some final tidying up for 0.1.0 with Jason 
Cater (jcater), and said so we're pretty much down 
to doc updates now right?. Later, Derek Neighbors said 
we need to make a 'manual' for designer that 
has 'pictures', but for 0.1.0, the Technical Reference would do. 
James suggested including a URL link to the docs 
then they are always up to date :).","2001-11-13","3"
"84","42","2","Later, Jason said I still can't get lyx 
working. James said I've written 3 
chapters of a manual while he's trying to just get the dependencies.
Derek said he'd rather the screenshots did not imply preference 
for one desktop over another :)
to avoid holy wars over the merits of KDE, GNOME or even Microsoft 
Windows.","2001-11-13","3"
"85","43","1","Jason Cater (jcater) said he had set up a form that 
is pulling data from an MS Access database via ODBC. 
Derek Neighbors (dneighbo) said the reason 
this is cool as now we know integrator can be made to convert people from access 
to postgres :) Later, Jason confimed he was working on native drivers 
for Access, as ODBC drivers will not support 
introspection (so designer won't be quite as impressive running via ODBC) - 
but running native against MS Access/SQL Server/FoxPro with full schema discovery
- that's an upgrade path :)","2001-11-14","3"
"86","44","1","Dmitry Sorokin (ra3vat) asked how to pass additional commands to the database 
after getting a connection. Jason Cater said If you are 
having to customize one of our drivers for your environment, then we may need to do 
something else Dmitry said he needed to SET 
CLIENT_ENCODING TO 'WIN' for his set-up. Derek Neighbors (dneighbo) asked 
if this should be another item in the connection 
file? Jason agreed, and quickly made the changes and committed them to 
CVS.","2001-11-14","3"
"87","45","1","Reprising his theme from   
,
Reinhard Müller (reinhard) said We 
really need a good and simple webpage which basically says 
""GNUe is not yet there, we have only parts of it""
Derek Neighbors (dneighbo) agreed - I 
started to look at phpnuke and I think we can make it work.
Reinhard suggested a 
rather static page for an overview of the project. 
Derek said that's what gnu.org is for
- its just not been maintained. The main reason for moving to 
a dynamic front page had been to make 
it easier to let OTHERS maintain, as getting volunteers 
set up with write-access to gnu.org had taken time, but he admitted
the current way isnt working famously 
either :) Later, he said static 
or dynamic I think is not the point - we need someone to 
MAINTAIN the website - that is the REAL problem :) IMHO as we had 
SAME issues when we only had gnu.org site - it was grossly 
outdated.","2001-11-15","4"
"88","46","1","Jason Cater (jcater) asked people to test the pre-release of the 
Windows installer binary. 
Reinhard Müller (reinhard) asked what the dependencies were. 
Jason said just Windows(!) - plus a database 
backend :) - although in fact the ""Hello World"" form 
did not even need that. Reinhard was seriously impressed, and asked 
whether the installer could be used for GNUe Application Server 
as well. Jason said it's Inno setup - 
a generic free installer. Running it, Reinhard said 
um at first sight i would say
""hey jcater has reimplemented delphi"" :) [...] 
this stuff is so great I can't even find words for it.","2001-11-15","4"
"89","46","2","Testing, Reinhard pointed out I 
can't close a property editor window once it popped up. 
Later, Derek Neighbors (dneighbo) was getting 
serious errors when trying to edit a form 
in designer. 
However, he tested GNUe Forms against 
mysql, pgsql, msaccess97 - now for looking at db2 :). He 
thought this was one of the easiest installs he had ever seen.
Jason said we are by far a 0.1.0 level 
quality of work - at least forms client is :) - designer needs more 
polishing - but, eh, we're getting there.","2001-11-15","4"
"90","46","3","
Two days later, Jason asked derek: 
can you do a sample intro form??. Derek suggested 
a tabbed form - where every tab is a 
sample. Jason pointed out that you could set tabs up in Designer, 
but you could only see one tab at a time i.e., 
each tab is a separate ""grid"". Later, Dmitry
Sorokin (ra3vat) reported that 
non ascii forms does not work.","2001-11-15","4"
"91","46","4","
Another two days on, Jason announced New 
Windows 9x/2000 prereleases (0.1.0-c) and asked people to 
test them. There were some minor problems with pink icons and tabbed 
forms, but these could be resolved.","2001-11-15","4"
"92","47","1","Michael Brown (mcb30) asked 
what's the differnce between running with and without GEAS?
Reinhard Müller said the 
most important difference is - running without geas works - 
- running with geas doesn't. He explained that 
business objects are like ""
intelligent"" database tables - not only data but also methods.
In a working GEAS set-up, GNUe Forms/Reports would 
access the business objects instead of 
the db. The main problem 
with GEAS as of the time of writing was speed.","2001-11-16","4"
"93","47","2","Later, Neil Tiffin (neilt) confirmed that GEAS only 
worked with either C methods or Python methods, but not both. To do this, 
it would need code to catalogue both the C and Python methods, determine 
which style of methods to use and handle 
duplicated names. Michael asked With 
the python methods, is it permitted to modify the python code while 
GEAS is running or not? Neil said it loads 
all methods into python at startup, so changes would have no effect.
Derek Neighbors (dneighbo) explained some of the initial thinking behind this, 
and said it might be better if you place the new 
code out there and its not loaded until you specifically tell it to. 
This could even be linked to a cron job for periodic updates. Later on, he 
confirmed that he did not favour automatically loading new methods, as 
some transactions could be mid 
'flow' at the time the code changed.","2001-11-16","4"
